machine_id,laundromat_id,laundromat_name,machine_type,machine_size,current_status,status_last_changed,notes
MANH_0257_W05,MANH_0257,Miss Bubble Laundromat,Washer,Small,Available,2025-05-25 19:21:13,
MANH_0257_W06,MANH_0257,Miss Bubble Laundromat,Washer,Large,Out of Order,2025-05-25 11:21:14,
MANH_0257_W07,MANH_0257,Miss Bubble Laundromat,Washer,Large,Out of Order,2025-05-25 10:51:15,
MANH_0257_W08,MANH_0257,Miss Bubble Laundromat,Washer,XLarge,Available,2025-05-25 14:36:13,
MANH_0257_W09,MANH_0257,Miss Bubble Laundromat,Washer,Small,In Use,2025-05-25 19:51:13,
MANH_0257_W10,MANH_0257,Miss Bubble Laundromat,Washer,Small,In Use,2025-05-25 19:36:14,
MANH_0257_D01,MANH_0257,Miss Bubble Laundromat,Dryer,XLarge,Available,2025-05-25 17:06:13,
MANH_0257_D02,MANH_0257,Miss Bubble Laundromat,Dryer,Large,Available,2025-05-25 19:36:14,
MANH_0257_D03,MANH_0257,Miss Bubble Laundromat,Dryer,Medium,Available,2025-05-25 17:51:13,
MANH_0257_D04,MANH_0257,Miss Bubble Laundromat,Dryer,Medium,Available,2025-05-25 17:06:13,
MANH_0257_D05,MANH_0257,Miss Bubble Laundromat,Dryer,Small,In Use,2025-05-25 20:06:13,
MANH_0257_D06,MANH_0257,Miss Bubble Laundromat,Dryer,Large,In Use,2025-05-25 19:51:13,
MANH_0257_D07,MANH_0257,Miss Bubble Laundromat,Dryer,Small,Available,2025-05-25 17:21:13,
MANH_0257_D08,MANH_0257,Miss Bubble Laundromat,Dryer,Medium,In Use,2025-05-25 19:51:13,
MANH_0257_D09,MANH_0257,Miss Bubble Laundromat,Dryer,Small,In Use,2025-05-25 19:36:14,
MANH_0257_D10,MANH_0257,Miss Bubble Laundromat,Dryer,Large,Available,2025-05-25 18:21:14,
BRONX_0383_W01,BRONX_0383,Prestige Laundromat,Washer,Medium,In Use,2025-05-25 20:06:13,
BRONX_0383_W02,BRONX_0383,Prestige Laundromat,Washer,Medium,In Use,2025-05-25 20:06:13,
BRONX_0383_W03,BRONX_0383,Prestige Laundromat,Washer,Large,Available,2025-05-25 19:51:13,
BRONX_0383_W04,BRONX_0383,Prestige Laundromat,Washer,Small,Available,2025-05-25 18:36:14,
BRONX_0383_W05,BRONX_0383,Prestige Laundromat,Washer,Small,In Use,2025-05-25 20:06:13,
BRONX_0383_W06,BRONX_0383,Prestige Laundromat,Washer,Large,Available,2025-05-25 16:21:13,
BRONX_0383_W07,BRONX_0383,Prestige Laundromat,Washer,Small,Available,2025-05-25 19:21:13,
BRONX_0383_W08,BRONX_0383,Prestige Laundromat,Washer,XLarge,Available,2025-05-25 16:21:13,
BRONX_0383_W09,BRONX_0383,Prestige Laundromat,Washer,XLarge,Available,2025-05-25 18:21:14,
BRONX_0383_W10,BRONX_0383,Prestige Laundromat,Washer,Medium,Available,2025-05-25 20:06:13,
BRONX_0383_D01,BRONX_0383,Prestige Laundromat,Dryer,Medium,Available,2025-05-25 14:51:13,
BRONX_0383_D02,BRONX_0383,Prestige Laundromat,Dryer,Large,In Use,2025-05-25 19:36:14,
BRONX_0383_D03,BRONX_0383,Prestige Laundromat,Dryer,XLarge,Available,2025-05-25 17:51:13,
BRONX_0383_D04,BRONX_0383,Prestige Laundromat,Dryer,Medium,Available,2025-05-25 20:06:13,
BRONX_0383_D05,BRONX_0383,Prestige Laundromat,Dryer,Small,Available,2025-05-25 17:21:13,
BRONX_0383_D06,BRONX_0383,Prestige Laundromat,Dryer,Medium,Available,2025-05-25 19:36:14,
BRONX_0383_D07,BRONX_0383,Prestige Laundromat,Dryer,Large,Available,2025-05-25 15:06:14,
BRONX_0383_D08,BRONX_0383,Prestige Laundromat,Dryer,Small,Available,2025-05-25 16:21:13,
BRONX_0383_D09,BRONX_0383,Prestige Laundromat,Dryer,Small,Out of Order,2025-05-25 16:36:14,
BRONX_0383_D10,BRONX_0383,Prestige Laundromat,Dryer,Large,Available,2025-05-25 20:06:13,
BKLYN_0245_W01,BKLYN_0245,St. Mark's Laundromat,Washer,Medium,Available,2025-05-25 19:21:13,
BKLYN_0245_W02,BKLYN_0245,St. Mark's Laundromat,Washer,XLarge,Available,2025-05-25 19:36:14,
BKLYN_0245_W03,BKLYN_0245,St. Mark's Laundromat,Washer,XLarge,Available,2025-05-25 15:21:13,
BKLYN_0245_W04,BKLYN_0245,St. Mark's Laundromat,Washer,Small,Available,2025-05-25 20:06:13,
BKLYN_0245_W05,BKLYN_0245,St. Mark's Laundromat,Washer,Large,Out of Order,2025-05-25 9:21:13,
BKLYN_0245_W06,BKLYN_0245,St. Mark's Laundromat,Washer,Large,Available,2025-05-25 13:21:15,
BKLYN_0245_W07,BKLYN_0245,St. Mark's Laundromat,Washer,Medium,Available,2025-05-25 17:51:13,
BKLYN_0245_W08,BKLYN_0245,St. Mark's Laundromat,Washer,Small,Available,2025-05-25 19:36:14,
BKLYN_0245_W09,BKLYN_0245,St. Mark's Laundromat,Washer,Medium,Available,2025-05-25 19:51:13,
BKLYN_0245_W10,BKLYN_0245,St. Mark's Laundromat,Washer,XLarge,Out of Order,2025-05-25 16:21:13,
BKLYN_0245_D01,BKLYN_0245,St. Mark's Laundromat,Dryer,Large,Available,2025-05-25 19:06:13,
BKLYN_0245_D02,BKLYN_0245,St. Mark's Laundromat,Dryer,Large,Out of Order,2025-05-25 10:06:13,
BKLYN_0245_D03,BKLYN_0245,St. Mark's Laundromat,Dryer,Small,Available,2025-05-25 19:51:13,
BKLYN_0245_D04,BKLYN_0245,St. Mark's Laundromat,Dryer,Small,In Use,2025-05-25 19:51:13,
BKLYN_0245_D05,BKLYN_0245,St. Mark's Laundromat,Dryer,XLarge,Available,2025-05-25 19:06:13,
BKLYN_0245_D06,BKLYN_0245,St. Mark's Laundromat,Dryer,Medium,In Use,2025-05-25 19:36:14,
BKLYN_0245_D07,BKLYN_0245,St. Mark's Laundromat,Dryer,XLarge,Available,2025-05-25 16:21:13,
BKLYN_0245_D08,BKLYN_0245,St. Mark's Laundromat,Dryer,XLarge,Available,2025-05-25 13:21:15,
BKLYN_0245_D09,BKLYN_0245,St. Mark's Laundromat,Dryer,Small,Available,2025-05-25 17:21:13,
BKLYN_0245_D10,BKLYN_0245,St. Mark's Laundromat,Dryer,Small,Available,2025-05-25 11:36:13,
QUEENS_0192_W01,QUEENS_0192,4705 Center Boulevard Apartments by Rockrose,Washer,XLarge,Available,2025-05-25 8:51:14,
QUEENS_0192_W02,QUEENS_0192,4705 Center Boulevard Apartments by Rockrose,Washer,XLarge,Available,2025-05-25 19:36:14,
QUEENS_0192_W03,QUEENS_0192,4705 Center Boulevard Apartments by Rockrose,Washer,XLarge,Available,2025-05-25 18:51:12,
QUEENS_0192_W04,QUEENS_0192,4705 Center Boulevard Apartments by Rockrose,Washer,Medium,Available,2025-05-25 12:21:13,
QUEENS_0192_W05,QUEENS_0192,4705 Center Boulevard Apartments by Rockrose,Washer,XLarge,Available,2025-05-25 18:51:12,
QUEENS_0192_W06,QUEENS_0192,4705 Center Boulevard Apartments by Rockrose,Washer,Large,Available,2025-05-25 17:06:13,
QUEENS_0192_W07,QUEENS_0192,4705 Center Boulevard Apartments by Rockrose,Washer,Medium,Available,2025-05-25 19:36:14,
QUEENS_0192_W08,QUEENS_0192,4705 Center Boulevard Apartments by Rockrose,Washer,Medium,Available,2025-05-25 19:36:14,
QUEENS_0192_W09,QUEENS_0192,4705 Center Boulevard Apartments by Rockrose,Washer,Large,In Use,2025-05-25 19:36:14,
QUEENS_0192_W10,QUEENS_0192,4705 Center Boulevard Apartments by Rockrose,Washer,XLarge,Available,2025-05-25 16:21:13,
QUEENS_0192_D01,QUEENS_0192,4705 Center Boulevard Apartments by Rockrose,Dryer,Small,Available,2025-05-25 19:36:14,
QUEENS_0192_D02,QUEENS_0192,4705 Center Boulevard Apartments by Rockrose,Dryer,XLarge,Available,2025-05-25 20:06:13,
QUEENS_0192_D03,QUEENS_0192,4705 Center Boulevard Apartments by Rockrose,Dryer,XLarge,Available,2025-05-25 16:51:14,
QUEENS_0192_D04,QUEENS_0192,4705 Center Boulevard Apartments by Rockrose,Dryer,Large,Available,2025-05-25 19:36:14,
QUEENS_0192_D05,QUEENS_0192,4705 Center Boulevard Apartments by Rockrose,Dryer,Small,Available,2025-05-25 19:51:13,
QUEENS_0192_D06,QUEENS_0192,4705 Center Boulevard Apartments by Rockrose,Dryer,Medium,In Use,2025-05-25 19:36:14,
QUEENS_0192_D07,QUEENS_0192,4705 Center Boulevard Apartments by Rockrose,Dryer,Large,Available,2025-05-25 19:36:14,
QUEENS_0192_D08,QUEENS_0192,4705 Center Boulevard Apartments by Rockrose,Dryer,XLarge,Available,2025-05-25 19:36:14,
QUEENS_0192_D09,QUEENS_0192,4705 Center Boulevard Apartments by Rockrose,Dryer,Small,Available,2025-05-25 19:36:14,
QUEENS_0192_D10,QUEENS_0192,4705 Center Boulevard Apartments by Rockrose,Dryer,Medium,Available,2025-05-25 20:06:13,
BRONX_0413_W01,BRONX_0413,Great Dry Cleaners - Expert Tailoring & Alteration,Washer,Large,Available,2025-05-25 19:36:14,
BRONX_0413_W02,BRONX_0413,Great Dry Cleaners - Expert Tailoring & Alteration,Washer,XLarge,In Use,2025-05-25 19:51:13,
BRONX_0413_W03,BRONX_0413,Great Dry Cleaners - Expert Tailoring & Alteration,Washer,XLarge,Available,2025-05-25 19:51:13,
BRONX_0413_W04,BRONX_0413,Great Dry Cleaners - Expert Tailoring & Alteration,Washer,Large,In Use,2025-05-25 20:06:13,
BRONX_0413_W05,BRONX_0413,Great Dry Cleaners - Expert Tailoring & Alteration,Washer,XLarge,Available,2025-05-25 19:51:13,
BRONX_0413_W06,BRONX_0413,Great Dry Cleaners - Expert Tailoring & Alteration,Washer,Medium,Available,2025-05-25 18:36:14,
BRONX_0413_W07,BRONX_0413,Great Dry Cleaners - Expert Tailoring & Alteration,Washer,Small,In Use,2025-05-25 19:36:14,
BRONX_0413_W08,BRONX_0413,Great Dry Cleaners - Expert Tailoring & Alteration,Washer,Medium,In Use,2025-05-25 19:51:13,
BRONX_0413_W09,BRONX_0413,Great Dry Cleaners - Expert Tailoring & Alteration,Washer,Medium,In Use,2025-05-25 19:36:14,
BRONX_0413_W10,BRONX_0413,Great Dry Cleaners - Expert Tailoring & Alteration,Washer,Medium,In Use,2025-05-25 19:51:13,
BRONX_0413_D01,BRONX_0413,Great Dry Cleaners - Expert Tailoring & Alteration,Dryer,Large,Available,2025-05-25 19:06:13,
BRONX_0413_D02,BRONX_0413,Great Dry Cleaners - Expert Tailoring & Alteration,Dryer,XLarge,Available,2025-05-25 17:51:13,
BRONX_0413_D03,BRONX_0413,Great Dry Cleaners - Expert Tailoring & Alteration,Dryer,Small,Available,2025-05-25 15:51:13,
BRONX_0413_D04,BRONX_0413,Great Dry Cleaners - Expert Tailoring & Alteration,Dryer,Small,Available,2025-05-25 18:36:14,
BRONX_0413_D05,BRONX_0413,Great Dry Cleaners - Expert Tailoring & Alteration,Dryer,Medium,Available,2025-05-25 18:21:14,
BRONX_0413_D06,BRONX_0413,Great Dry Cleaners - Expert Tailoring & Alteration,Dryer,Medium,Available,2025-05-25 18:21:14,
BRONX_0413_D07,BRONX_0413,Great Dry Cleaners - Expert Tailoring & Alteration,Dryer,Medium,Available,2025-05-25 20:06:13,
BRONX_0413_D08,BRONX_0413,Great Dry Cleaners - Expert Tailoring & Alteration,Dryer,Medium,In Use,2025-05-25 20:06:13,
BRONX_0413_D09,BRONX_0413,Great Dry Cleaners - Expert Tailoring & Alteration,Dryer,XLarge,In Use,2025-05-25 19:51:13,
BRONX_0413_D10,BRONX_0413,Great Dry Cleaners - Expert Tailoring & Alteration,Dryer,XLarge,Available,2025-05-25 14:21:13,
BKLYN_0075_W01,BKLYN_0075,Laundermat Samoobslugowa,Washer,Small,Available,2025-05-25 17:51:13,
BKLYN_0075_W02,BKLYN_0075,Laundermat Samoobslugowa,Washer,Medium,Available,2025-05-25 17:51:13,
BKLYN_0075_W03,BKLYN_0075,Laundermat Samoobslugowa,Washer,XLarge,Available,2025-05-25 17:51:13,
BKLYN_0075_W04,BKLYN_0075,Laundermat Samoobslugowa,Washer,Small,Available,2025-05-25 13:36:14,
BKLYN_0075_W05,BKLYN_0075,Laundermat Samoobslugowa,Washer,Small,Available,2025-05-25 17:06:13,
BKLYN_0075_W06,BKLYN_0075,Laundermat Samoobslugowa,Washer,Large,Out of Order,2025-05-25 0:51:14,
BKLYN_0075_W07,BKLYN_0075,Laundermat Samoobslugowa,Washer,XLarge,Available,2025-05-25 16:06:12,
BKLYN_0075_W08,BKLYN_0075,Laundermat Samoobslugowa,Washer,Small,Available,2025-05-25 18:51:12,
BKLYN_0075_W09,BKLYN_0075,Laundermat Samoobslugowa,Washer,Large,Available,2025-05-25 17:51:13,
BKLYN_0075_W10,BKLYN_0075,Laundermat Samoobslugowa,Washer,Large,In Use,2025-05-25 19:51:13,
BKLYN_0075_D01,BKLYN_0075,Laundermat Samoobslugowa,Dryer,Medium,Available,2025-05-25 19:51:13,
BKLYN_0075_D02,BKLYN_0075,Laundermat Samoobslugowa,Dryer,XLarge,In Use,2025-05-25 19:36:14,
BKLYN_0075_D03,BKLYN_0075,Laundermat Samoobslugowa,Dryer,Large,Available,2025-05-25 19:51:13,
BKLYN_0075_D04,BKLYN_0075,Laundermat Samoobslugowa,Dryer,XLarge,In Use,2025-05-25 19:51:13,
BKLYN_0075_D05,BKLYN_0075,Laundermat Samoobslugowa,Dryer,XLarge,In Use,2025-05-25 19:51:13,
BKLYN_0075_D06,BKLYN_0075,Laundermat Samoobslugowa,Dryer,Small,Available,2025-05-25 17:51:13,
BKLYN_0075_D07,BKLYN_0075,Laundermat Samoobslugowa,Dryer,Medium,Available,2025-05-25 18:36:14,
BKLYN_0075_D08,BKLYN_0075,Laundermat Samoobslugowa,Dryer,Small,Available,2025-05-25 19:36:14,
BKLYN_0075_D09,BKLYN_0075,Laundermat Samoobslugowa,Dryer,Large,Available,2025-05-25 19:36:14,
BKLYN_0075_D10,BKLYN_0075,Laundermat Samoobslugowa,Dryer,Medium,In Use,2025-05-25 20:06:13,
BRONX_0396_W01,BRONX_0396,Fowler Laundromat,Washer,Large,Available,2025-05-25 7:06:14,
BRONX_0396_W02,BRONX_0396,Fowler Laundromat,Washer,Small,Out of Order,2025-05-25 15:36:13,
BRONX_0396_W03,BRONX_0396,Fowler Laundromat,Washer,XLarge,In Use,2025-05-25 19:36:14,
BRONX_0396_W04,BRONX_0396,Fowler Laundromat,Washer,Medium,Available,2025-05-25 17:51:13,
BRONX_0396_W05,BRONX_0396,Fowler Laundromat,Washer,Large,Available,2025-05-25 18:21:14,
BRONX_0396_W06,BRONX_0396,Fowler Laundromat,Washer,Large,Available,2025-05-25 16:36:14,
BRONX_0396_W07,BRONX_0396,Fowler Laundromat,Washer,Large,Available,2025-05-25 20:06:13,
BRONX_0396_W08,BRONX_0396,Fowler Laundromat,Washer,Small,In Use,2025-05-25 19:36:14,
BRONX_0396_W09,BRONX_0396,Fowler Laundromat,Washer,XLarge,In Use,2025-05-25 19:51:13,
BRONX_0396_W10,BRONX_0396,Fowler Laundromat,Washer,Medium,Available,2025-05-25 19:51:13,
BRONX_0396_D01,BRONX_0396,Fowler Laundromat,Dryer,Small,In Use,2025-05-25 19:51:13,
BRONX_0396_D02,BRONX_0396,Fowler Laundromat,Dryer,Medium,Available,2025-05-25 18:36:14,
BRONX_0396_D03,BRONX_0396,Fowler Laundromat,Dryer,Medium,Available,2025-05-25 18:21:14,
BRONX_0396_D04,BRONX_0396,Fowler Laundromat,Dryer,XLarge,In Use,2025-05-25 19:36:14,
BRONX_0396_D05,BRONX_0396,Fowler Laundromat,Dryer,Small,Available,2025-05-25 18:21:14,
BRONX_0396_D06,BRONX_0396,Fowler Laundromat,Dryer,Medium,In Use,2025-05-25 19:21:13,
BRONX_0396_D07,BRONX_0396,Fowler Laundromat,Dryer,Small,In Use,2025-05-25 19:36:14,
BRONX_0396_D08,BRONX_0396,Fowler Laundromat,Dryer,XLarge,Available,2025-05-25 19:51:13,
BRONX_0396_D09,BRONX_0396,Fowler Laundromat,Dryer,Large,Available,2025-05-25 18:36:14,
BRONX_0396_D10,BRONX_0396,Fowler Laundromat,Dryer,Large,Available,2025-05-25 15:51:13,
BRONX_0293_W01,BRONX_0293,Clean Sweet Laundromat,Washer,Small,Available,2025-05-25 18:21:14,
BRONX_0293_W02,BRONX_0293,Clean Sweet Laundromat,Washer,XLarge,Available,2025-05-25 19:36:14,
BRONX_0293_W03,BRONX_0293,Clean Sweet Laundromat,Washer,Large,In Use,2025-05-25 19:36:14,
BRONX_0293_W04,BRONX_0293,Clean Sweet Laundromat,Washer,Medium,Available,2025-05-25 18:21:14,
BRONX_0293_W05,BRONX_0293,Clean Sweet Laundromat,Washer,XLarge,Out of Order,2025-05-25 20:06:13,
BRONX_0293_W06,BRONX_0293,Clean Sweet Laundromat,Washer,Large,Available,2025-05-25 17:51:13,
BRONX_0293_W07,BRONX_0293,Clean Sweet Laundromat,Washer,Large,Available,2025-05-25 14:51:13,
BRONX_0293_W08,BRONX_0293,Clean Sweet Laundromat,Washer,Medium,In Use,2025-05-25 20:06:13,
BRONX_0293_W09,BRONX_0293,Clean Sweet Laundromat,Washer,Small,In Use,2025-05-25 19:51:13,
BRONX_0293_W10,BRONX_0293,Clean Sweet Laundromat,Washer,Small,Available,2025-05-25 18:21:14,
BRONX_0293_D01,BRONX_0293,Clean Sweet Laundromat,Dryer,XLarge,In Use,2025-05-25 19:36:14,
BRONX_0293_D02,BRONX_0293,Clean Sweet Laundromat,Dryer,Medium,Out of Order,2025-05-25 17:36:13,
BRONX_0293_D03,BRONX_0293,Clean Sweet Laundromat,Dryer,Medium,Out of Order,2025-05-25 13:06:14,
BRONX_0293_D04,BRONX_0293,Clean Sweet Laundromat,Dryer,Medium,Available,2025-05-25 19:06:13,
BRONX_0293_D05,BRONX_0293,Clean Sweet Laundromat,Dryer,Medium,In Use,2025-05-25 19:36:14,
BRONX_0293_D06,BRONX_0293,Clean Sweet Laundromat,Dryer,Small,Available,2025-05-25 17:51:13,
BRONX_0293_D07,BRONX_0293,Clean Sweet Laundromat,Dryer,XLarge,Out of Order,2025-05-25 11:36:13,
BRONX_0293_D08,BRONX_0293,Clean Sweet Laundromat,Dryer,XLarge,Available,2025-05-25 19:36:14,
BRONX_0293_D09,BRONX_0293,Clean Sweet Laundromat,Dryer,Small,In Use,2025-05-25 19:21:13,
BRONX_0293_D10,BRONX_0293,Clean Sweet Laundromat,Dryer,Small,Available,2025-05-25 20:06:13,
QUEENS_0759_W01,QUEENS_0759,L & R Laundry,Washer,XLarge,In Use,2025-05-25 19:36:14,
QUEENS_0759_W02,QUEENS_0759,L & R Laundry,Washer,Medium,Available,2025-05-25 17:51:13,
QUEENS_0759_W03,QUEENS_0759,L & R Laundry,Washer,XLarge,Available,2025-05-25 18:51:12,
QUEENS_0759_W04,QUEENS_0759,L & R Laundry,Washer,Large,Out of Order,2025-05-25 17:51:13,
QUEENS_0759_W05,QUEENS_0759,L & R Laundry,Washer,XLarge,Available,2025-05-25 19:51:13,
QUEENS_0759_W06,QUEENS_0759,L & R Laundry,Washer,Large,Available,2025-05-25 17:06:13,
QUEENS_0759_W07,QUEENS_0759,L & R Laundry,Washer,Large,In Use,2025-05-25 20:06:13,
QUEENS_0759_W08,QUEENS_0759,L & R Laundry,Washer,Small,Available,2025-05-25 17:51:13,
QUEENS_0759_W09,QUEENS_0759,L & R Laundry,Washer,Medium,Available,2025-05-25 16:21:13,
QUEENS_0759_W10,QUEENS_0759,L & R Laundry,Washer,Large,Available,2025-05-25 14:51:13,
QUEENS_0759_D01,QUEENS_0759,L & R Laundry,Dryer,Large,In Use,2025-05-25 19:21:13,
QUEENS_0759_D02,QUEENS_0759,L & R Laundry,Dryer,Small,Out of Order,2025-05-25 17:36:13,
QUEENS_0759_D03,QUEENS_0759,L & R Laundry,Dryer,Medium,In Use,2025-05-25 19:51:13,
QUEENS_0759_D04,QUEENS_0759,L & R Laundry,Dryer,Small,Available,2025-05-25 20:06:13,
QUEENS_0759_D05,QUEENS_0759,L & R Laundry,Dryer,Medium,Available,2025-05-25 20:06:13,
QUEENS_0759_D06,QUEENS_0759,L & R Laundry,Dryer,Medium,Available,2025-05-25 17:21:13,
QUEENS_0759_D07,QUEENS_0759,L & R Laundry,Dryer,Medium,Available,2025-05-25 20:06:13,
QUEENS_0759_D08,QUEENS_0759,L & R Laundry,Dryer,XLarge,In Use,2025-05-25 19:36:14,
QUEENS_0759_D09,QUEENS_0759,L & R Laundry,Dryer,Large,In Use,2025-05-25 20:06:13,
QUEENS_0759_D10,QUEENS_0759,L & R Laundry,Dryer,Large,Available,2025-05-25 19:36:14,
QUEENS_0801_W01,QUEENS_0801,Laundry World,Washer,Small,Available,2025-05-25 19:21:13,
QUEENS_0801_W02,QUEENS_0801,Laundry World,Washer,Medium,Available,2025-05-25 18:21:14,
QUEENS_0801_W03,QUEENS_0801,Laundry World,Washer,XLarge,Available,2025-05-25 19:36:14,
QUEENS_0801_W04,QUEENS_0801,Laundry World,Washer,Large,Available,2025-05-25 19:36:14,
QUEENS_0801_W05,QUEENS_0801,Laundry World,Washer,Large,Available,2025-05-25 18:51:12,
QUEENS_0801_W06,QUEENS_0801,Laundry World,Washer,Small,Available,2025-05-25 19:51:13,
QUEENS_0801_W07,QUEENS_0801,Laundry World,Washer,Small,In Use,2025-05-25 19:36:14,
QUEENS_0801_W08,QUEENS_0801,Laundry World,Washer,Small,Available,2025-05-25 19:51:13,
QUEENS_0801_W09,QUEENS_0801,Laundry World,Washer,Large,Out of Order,2025-05-25 13:06:14,
QUEENS_0801_W10,QUEENS_0801,Laundry World,Washer,Large,Available,2025-05-25 17:06:13,
QUEENS_0801_D01,QUEENS_0801,Laundry World,Dryer,XLarge,Available,2025-05-25 19:06:13,
QUEENS_0801_D02,QUEENS_0801,Laundry World,Dryer,Medium,Available,2025-05-25 18:06:12,
QUEENS_0801_D03,QUEENS_0801,Laundry World,Dryer,XLarge,Available,2025-05-25 16:36:14,
QUEENS_0801_D04,QUEENS_0801,Laundry World,Dryer,Medium,In Use,2025-05-25 19:21:13,
QUEENS_0801_D05,QUEENS_0801,Laundry World,Dryer,Large,In Use,2025-05-25 20:06:13,
QUEENS_0801_D06,QUEENS_0801,Laundry World,Dryer,Large,Available,2025-05-25 18:21:14,
QUEENS_0801_D07,QUEENS_0801,Laundry World,Dryer,Medium,In Use,2025-05-25 19:51:13,
QUEENS_0801_D08,QUEENS_0801,Laundry World,Dryer,Medium,Available,2025-05-25 15:06:14,
QUEENS_0801_D09,QUEENS_0801,Laundry World,Dryer,XLarge,Available,2025-05-25 20:06:13,
QUEENS_0801_D10,QUEENS_0801,Laundry World,Dryer,Small,Out of Order,2025-05-25 16:21:13,
MANH_0164_W01,MANH_0164,5th Ave Laundromat & Dry Cleaning,Washer,XLarge,Available,2025-05-25 19:36:14,
MANH_0164_W02,MANH_0164,5th Ave Laundromat & Dry Cleaning,Washer,Medium,Available,2025-05-25 19:36:14,
MANH_0164_W03,MANH_0164,5th Ave Laundromat & Dry Cleaning,Washer,Large,Available,2025-05-25 18:36:14,
MANH_0164_W04,MANH_0164,5th Ave Laundromat & Dry Cleaning,Washer,Medium,Available,2025-05-25 16:21:13,
MANH_0164_W05,MANH_0164,5th Ave Laundromat & Dry Cleaning,Washer,Small,Available,2025-05-25 15:21:13,
MANH_0164_W06,MANH_0164,5th Ave Laundromat & Dry Cleaning,Washer,Large,Available,2025-05-25 17:36:13,
MANH_0164_W07,MANH_0164,5th Ave Laundromat & Dry Cleaning,Washer,Medium,Available,2025-05-25 18:21:14,
MANH_0164_W08,MANH_0164,5th Ave Laundromat & Dry Cleaning,Washer,XLarge,Available,2025-05-25 19:36:14,
MANH_0164_W09,MANH_0164,5th Ave Laundromat & Dry Cleaning,Washer,Large,Available,2025-05-25 18:21:14,
MANH_0164_W10,MANH_0164,5th Ave Laundromat & Dry Cleaning,Washer,Small,Available,2025-05-25 19:21:13,
MANH_0164_D01,MANH_0164,5th Ave Laundromat & Dry Cleaning,Dryer,Medium,Available,2025-05-25 13:06:14,
MANH_0164_D02,MANH_0164,5th Ave Laundromat & Dry Cleaning,Dryer,Medium,In Use,2025-05-25 19:36:14,
MANH_0164_D03,MANH_0164,5th Ave Laundromat & Dry Cleaning,Dryer,Large,Available,2025-05-25 19:06:13,
MANH_0164_D04,MANH_0164,5th Ave Laundromat & Dry Cleaning,Dryer,XLarge,Available,2025-05-25 19:51:13,
MANH_0164_D05,MANH_0164,5th Ave Laundromat & Dry Cleaning,Dryer,Large,Available,2025-05-25 15:36:13,
MANH_0164_D06,MANH_0164,5th Ave Laundromat & Dry Cleaning,Dryer,XLarge,In Use,2025-05-25 19:51:13,
MANH_0164_D07,MANH_0164,5th Ave Laundromat & Dry Cleaning,Dryer,XLarge,Available,2025-05-25 12:21:13,
MANH_0164_D08,MANH_0164,5th Ave Laundromat & Dry Cleaning,Dryer,Large,Available,2025-05-25 18:06:12,
MANH_0164_D09,MANH_0164,5th Ave Laundromat & Dry Cleaning,Dryer,Large,Available,2025-05-25 18:21:14,
MANH_0164_D10,MANH_0164,5th Ave Laundromat & Dry Cleaning,Dryer,Medium,Available,2025-05-25 19:06:13,
MANH_0216_W01,MANH_0216,DFH Laundromat,Washer,Small,Available,2025-05-25 19:21:13,
MANH_0216_W02,MANH_0216,DFH Laundromat,Washer,XLarge,Available,2025-05-25 17:51:13,
MANH_0216_W03,MANH_0216,DFH Laundromat,Washer,Small,Available,2025-05-25 15:36:13,
MANH_0216_W04,MANH_0216,DFH Laundromat,Washer,XLarge,Available,2025-05-25 17:36:13,
MANH_0216_W05,MANH_0216,DFH Laundromat,Washer,XLarge,Available,2025-05-25 16:21:13,
MANH_0216_W06,MANH_0216,DFH Laundromat,Washer,XLarge,In Use,2025-05-25 19:36:14,
MANH_0216_W07,MANH_0216,DFH Laundromat,Washer,XLarge,Available,2025-05-25 18:51:12,
MANH_0216_W08,MANH_0216,DFH Laundromat,Washer,Large,Available,2025-05-25 19:51:13,
MANH_0216_W09,MANH_0216,DFH Laundromat,Washer,Medium,In Use,2025-05-25 20:06:13,
MANH_0216_W10,MANH_0216,DFH Laundromat,Washer,Medium,In Use,2025-05-25 19:51:13,
MANH_0216_D01,MANH_0216,DFH Laundromat,Dryer,Large,Available,2025-05-25 15:51:13,
MANH_0216_D02,MANH_0216,DFH Laundromat,Dryer,Large,In Use,2025-05-25 19:51:13,
MANH_0216_D03,MANH_0216,DFH Laundromat,Dryer,Large,In Use,2025-05-25 19:51:13,
MANH_0216_D04,MANH_0216,DFH Laundromat,Dryer,Medium,In Use,2025-05-25 19:36:14,
MANH_0216_D05,MANH_0216,DFH Laundromat,Dryer,XLarge,Available,2025-05-25 19:51:13,
MANH_0216_D06,MANH_0216,DFH Laundromat,Dryer,Medium,Available,2025-05-25 20:06:13,
MANH_0216_D07,MANH_0216,DFH Laundromat,Dryer,Large,Available,2025-05-25 18:36:14,
MANH_0216_D08,MANH_0216,DFH Laundromat,Dryer,Large,Out of Order,2025-05-25 12:36:13,
MANH_0216_D09,MANH_0216,DFH Laundromat,Dryer,Small,Available,2025-05-25 13:36:14,
MANH_0216_D10,MANH_0216,DFH Laundromat,Dryer,Medium,Available,2025-05-25 16:36:14,
MANH_0460_W01,MANH_0460,Green Earth Organic Bubble,Washer,Large,In Use,2025-05-25 19:36:14,
MANH_0460_W02,MANH_0460,Green Earth Organic Bubble,Washer,Large,Available,2025-05-25 13:21:15,
